"","x"
"1362426",7
"242313",7
"815642",7
"657288",7
"877265",7
"645266",7
"609914",7
"534047",7
"499988",7
"589078",7
"272665",7
"1336617",7
"752551",7
"191950",7
"1065671",7
"607477",7
"576792",7
"744460",7
"1556713",7
"153625",7
"1215940",7
"934601",7
"1022882",7
"227838",7
"280192",7
"595604",7
"425514",7
"277759",7
"1939912",7
"579823",7
"979436",7
"295824",7
"586811",7
"625668",7
"732484",7
"496379",7
"972767",7
"32935",7
"1034781",7
"1154210",7
"1364512",7
"181661",7
"322319",7
"717330",7
"709831",7
"147603",7
"408404",7
"710487",7
"404812",7
"858986",7
"197402",7
"641276",7
"1529932",7
"567325",7
"626072",7
"618055",7
"2550",7
"332674",7
"221404",7
"908559",7
"1140302",7
"1082196",7
"1025758",7
"472451",7
"112781",7
"835337",7
"642916",7
"404729",7
"334629",7
"1078929",7
"1170396",7
"286858",7
"166121",7
"603805",7
"456722",7
"1404688",7
"261447",7
"186703",7
"178695",7
"746146",7
"642159",7
"1446858",7
"22775",7
"611564",7
"460738",7
"669491",7
"94221",7
"1635359",7
"495838",7
"717663",7
"915402",7
"390748",7
"451817",7
"576747",7
"1802492",7
"803297",7
"1310198",7
"529007",7
"584503",7
"717264",7
"1193420",7
"676026",7
"803372",7
"377246",7
"1138033",7
"114397",7
"281459",7
"198221",7
"1583690",7
"461232",7
"634850",7
"799433",7
"733758",7
"680259",7
"1128285",7
"1395760",7
"238784",7
"689023",7
"199788",7
"269143",7
"730228",7
"1122",7
"1816675",7
"1408470",7
"910431",7
"588758",7
"479047",7
"647466",7
"873417",7
"213167",7
"750138",7
"484260",7
"795908",7
"156565",7
"896609",7
"1072144",7
"820026",7
"1093116",7
"594944",7
"797590",7
"384420",7
"524514",7
"222556",7
"1447186",7
"842589",7
"541370",7
"1332621",7
"798365",7
"900560",7
"534514",7
"751324",7
"499040",7
"946716",7
"690299",7
"594001",7
"845854",7
"602274",7
"652027",7
"246123",7
"625237",7
"646079",7
"152308",7
"1388464",7
"858473",7
"650271",7
"81651",7
"1670892",7
"1953089",7
"416130",7
"682856",7
"1171790",7
"1530532",7
"653974",7
"438175",7
"988616",7
"478675",7
"597345",7
"691810",7
"988078",7
"266935",7
"1505690",7
"747916",7
"419271",7
"1118786",7
"551327",7
"350762",7
"1367147",7
"726611",7
"1280778",7
"1412017",7
"796216",7
"440593",7
"912489",7
"1570809",7
"530349",7
"298171",7
"102973",7
"575814",7
"185203",7
"168937",7
"1148516",7
"1295253",7
"784241",7
"679770",7
"246082",7
"1367577",7
"935009",7
"273645",7
"1660772",7
"434525",7
"963780",7
"1462310",7
"1731318",7
"756390",7
"640573",7
"1092410",7
"923765",7
"1479400",7
"382220",7
"709963",7
"1391636",7
"558045",7
"335519",7
"1050580",7
"1681288",7
"406313",7
"275072",7
"1474360",7
"1205052",7
"2052977",7
"1285271",7
"175152",7
"262952",7
"406391",7
"245504",7
"691694",7
"160559",7
"81622",7
"230123",7
"317950",7
"117587",7
"574114",7
"775579",7
"679569",7
"80961",7
"466504",7
"1103425",7
"872358",7
"281133",7
"691528",7
"161555",7
"1446432",7
"1064941",7
"720207",7
"938351",7
"1623958",7
"1312547",7
"1263389",7
"1193684",7
"1513343",7
"502161",7
"1107265",7
"238068",7
"460746",7
"327747",7
"1621091",7
"279346",7
"1127295",7
"1568326",7
"622650",7
"714288",7
"428550",7
"935236",7
"427200",7
"643435",7
"153753",7
"846243",7
"1393335",7
"556616",7
"537410",7
"653114",7
"321819",7
"1091971",7
"1101657",7
"789101",7
"1336016",7
"198769",7
"257699",7
"628399",7
"245270",7
"1280392",7
"420177",7
"769647",7
"459471",7
"764788",7
"101336",7
"1172852",7
"609631",7
"1064991",7
"607095",7
"1397268",7
"860672",7
"669698",7
"293134",7
"208615",7
"1279328",7
"1128017",7
"324990",7
"1206765",7
"920187",7
"1090993",7
"1386222",7
"1176944",7
"207648",7
"351538",7
"1891780",7
"305814",7
"1473576",7
"1165606",7
"173157",7
"929575",7
"986492",7
"609955",7
"377244",7
"1028656",7
"569167",7
"1367206",7
"1352250",7
"665090",7
"656244",7
"172075",7
"677501",7
"196194",7
"253377",7
"27814",7
"741076",7
"812185",7
"67333",7
"155183",7
"393521",7
"1705177",7
"187916",7
"167390",7
"1056750",7
"922671",7
"516305",7
"108019",7
"1363258",7
"292661",7
"608186",7
"1368338",7
"1526377",7
"835440",7
"96720",7
"212403",7
"470057",7
"1664978",7
"457584",7
"918346",7
"1428598",7
"173825",7
"1440899",7
"156700",7
"669060",7
"768928",7
"528015",7
"193788",7
"327905",7
"1375993",7
"282040",7
"362128",7
"324455",7
"429346",7
"587716",7
"1580665",7
"1024272",7
"663105",7
"910167",7
"624847",7
"1208363",7
"436837",7
"1065921",7
"485922",7
"503219",7
"497982",7
"457099",7
"1267229",7
"1339239",7
"753065",7
"264097",7
"641961",7
"363863",7
"172583",7
"157778",7
"908793",7
"1472501",7
"453860",7
"1413592",7
"606862",7
"423816",7
"1060697",7
"685259",7
"526620",7
"165736",7
"645501",7
"591404",7
"1512742",7
"749245",7
"1654336",7
"290437",7
"328762",7
"282703",7
"682416",7
"1263402",7
"936193",7
"1608411",7
"539659",7
"281828",7
"306478",7
"1395082",7
"455925",7
"632614",7
"879389",7
"17055",7
"977827",7
"1435392",7
"261916",7
"998364",7
"228686",7
"1509296",7
"654818",7
"855089",7
"832004",7
"1252253",7
"592617",7
"572546",7
"302723",7
"263178",7
"960083",7
"44385",7
"1344661",7
"1342805",7
"945165",7
"554145",7
"2411456",7
"1731517",7
"518209",7
"180434",7
"1259959",7
"691102",7
"512913",7
"870879",7
"333913",7
"1703770",7
"622971",7
"1211138",7
"469713",7
"705109",7
"1147070",7
"1558098",7
"1272811",7
"727358",7
"327987",7
"671566",7
"664233",7
"465028",7
"1174830",7
"1088691",7
"15501",7
"784465",7
"1118585",7
"546825",7
"1225023",7
"16845",7
"756229",7
"832083",7
"209702",7
"877209",7
"1579721",7
"662075",7
"1417719",7
"690200",7
"367021",7
"811064",7
"278685",7
"214127",7
"661229",7
"914724",7
"1020381",7
"676383",7
"327551",7
"817401",7
"489619",7
"913663",7
"670825",7
"842632",7
"392346",7
"747129",7
"738734",7
"678762",7
"533798",7
"496190",7
"1573757",7
"605316",7
"265890",7
"358987",7
"594925",7
"660165",7
"510130",7
"597618",7
"1394012",7
"1245577",7
"644406",7
"1634707",7
"653504",7
"1319116",7
"628846",7
"1083274",7
"484828",7
"148209",7
"332092",7
"1883786",7
"1197209",7
"379256",7
"112365",7
"513266",7
"1246292",7
"344782",7
"380133",7
"657257",7
"457352",7
"662696",7
"385633",7
"123731",7
"524270",7
"796436",7
"884979",7
"388700",7
"639757",7
"451665",7
"506984",7
"1160855",7
"82683",7
"671408",7
"376171",7
"985864",7
"621412",7
"248343",7
"610341",7
"1012026",7
"1327614",7
"949691",7
"391472",7
"484032",7
"847017",7
"847157",7
"1562692",7
"998530",7
"1566208",7
"650763",7
"886423",7
"1146888",7
"515427",7
"209429",7
"731189",7
"788315",7
"1106155",7
"776064",7
"296291",7
"1273175",7
"502858",7
"184928",7
"154190",7
"1152202",7
"202638",7
"597965",7
"622431",7
"801012",7
"381291",7
"1603788",7
"724682",7
"526274",7
"648572",7
"1433779",7
"631013",7
"2277669",7
"1049828",7
"271865",7
"2378300",7
"1019605",7
"585809",7
"992228",7
"277247",7
"1351345",7
"78881",7
"829587",7
"332615",7
"579781",7
"158178",7
"969351",7
"144835",7
"179619",7
"493782",7
"901788",7
"1072427",7
"377886",7
"1659385",7
"1246038",7
"110585",7
"869108",7
"1299946",7
"355344",7
"589543",7
"685518",7
"626960",7
"1654242",7
"271364",7
"105404",7
"481317",7
"460754",7
"308543",7
"756133",7
"1328411",7
"194719",7
"618225",7
"2117473",7
"1027655",7
"1602727",7
"1280305",7
"939863",7
"235514",7
"370109",7
"2371199",7
"1572384",7
"1313672",7
"1666653",7
"596929",7
"440644",7
"184761",7
"634231",7
"1273462",7
"540976",7
"628068",7
"582450",7
"945929",7
"1429774",7
"403510",7
"643076",7
"688859",7
"1079604",7
"1362657",7
"904290",7
"1089180",7
"1304209",7
"167096",7
"1283361",7
"897064",7
"547195",7
"1413068",7
"778818",7
"673951",7
"892092",7
"495401",7
"1183449",7
"25066",7
"145516",7
"1066374",7
"632862",7
"856484",7
"546817",7
"1353013",7
"1368018",7
"852825",7
"703717",7
"252594",7
"1503557",7
"405105",7
"72724",7
"707524",7
"861867",7
"207063",7
"1187312",7
"508745",7
"1734253",7
"1169758",7
"230649",7
"261017",7
"342648",7
"1259405",7
"302694",7
"632091",7
"357793",7
"1196310",7
"264268",7
"555810",7
"241611",7
"1071018",7
"1674324",7
"1261414",7
"544598",7
"399846",7
"1113617",7
"305622",7
"329374",7
"463564",7
"1223465",7
"1068887",7
"525704",7
"1298487",7
"1055062",7
"841881",7
"731373",7
"1438887",7
"233065",7
"1261284",7
"1265079",7
"377583",7
"1348621",7
"186214",7
"1680945",7
"678558",7
"520630",7
"532881",7
"1690139",7
"627780",7
"898066",7
"1360621",7
"619633",7
"1016581",7
"857370",7
"933257",7
"555621",7
"1032268",7
"368298",7
"1174429",7
"385128",7
"519671",7
"1569686",7
"251876",7
"1140722",7
"1139799",7
"1250102",7
"173423",7
"1298121",7
"1414019",7
"658462",7
"229154",7
"659368",7
"202294",7
"211080",7
"922651",7
"596338",7
"706170",7
"632432",7
"543175",7
"1105233",7
"2278",7
"533123",7
"441734",7
"391945",7
"1980053",7
"631730",7
"646226",7
"653438",7
"227896",7
"1179869",7
"1403848",7
"1112518",7
"656552",7
"881614",7
"1020573",7
"494978",7
"1298033",7
"1314736",7
"658375",7
"632358",7
"594480",7
"90535",7
"975968",7
"701688",7
"253873",7
"256335",7
"932755",7
"1350541",7
"507472",7
"461086",7
"455436",7
"180132",7
"461270",7
"351076",7
"419297",7
"610050",7
"704876",7
"1400787",7
"1789925",7
"847957",7
"2292520",7
"806434",7
"1238980",7
"1501744",7
"767621",7
"123916",7
"1187702",7
"268616",7
"718309",7
"952286",7
"682712",7
"502804",7
"164950",7
"146248",7
"194552",7
"125880",7
"977591",7
"589594",7
"1500428",7
"1057753",7
"115275",7
"805340",7
"1038156",7
"482010",7
"177319",7
"1345868",7
"811325",7
"757746",7
"2221276",7
"176258",7
"214509",7
"275953",7
"540453",7
"1104166",7
"1447426",7
"1285248",7
"393548",7
"1116248",7
"218524",7
"1350110",7
"657125",7
"582332",7
"1008308",7
"374301",7
"620040",7
"241966",7
"637852",7
"158252",7
"331125",7
"147051",7
"1370788",7
"1265957",7
"544195",7
"1321380",7
"364922",7
"975826",7
"603803",7
"636430",7
"237824",7
"769174",7
"506781",7
"1223078",7
"667305",7
"986426",7
"318720",7
"379199",7
"566613",7
"1532676",7
"1419436",7
"530779",7
"483002",7
"442496",7
"157204",7
"1091272",7
"261465",7
"1157478",7
"406021",7
"1477321",7
"1194220",7
"1296879",7
"1250512",7
"1046711",7
"1756223",7
"185091",7
"343213",7
"691567",7
"116065",7
"591753",7
"1483743",7
"595633",7
"38114",7
"633010",7
"107333",7
"727818",7
"186538",7
"736688",7
"1637498",7
"275353",7
"922057",7
"1053125",7
"834774",7
"599649",7
"1696556",7
"337262",7
"301938",7
"192232",7
"561659",7
"1436345",7
"143164",7
"650382",7
"429187",7
"1330155",7
"190820",7
"1000000",7
"1492136",7
"494472",7
"866879",7
"533859",7
"959194",7
"1259434",7
"583677",7
"745977",7
"348026",7
"461056",7
"1379276",7
"760700",7
"681771",7
"1273664",7
"801220",7
"1612879",7
"1007275",7
"270598",7
"148764",7
"676669",7
"57488",7
"497409",7
"1130371",7
"444041",7
"1699421",7
"1416749",7
"1386237",7
"490887",7
"511178",7
"879417",7
"1431956",7
"893884",7
"895959",7
"1626777",7
"1546123",7
"1269688",7
"2423186",7
"1334541",7
"858068",7
"659757",7
"739002",7
"580451",7
"967497",7
"506545",7
"208383",7
"941543",7
"666408",7
"260159",7
"1254450",7
"653597",7
"391460",7
"1318244",7
"1304734",7
"1419634",7
"159597",7
"629559",7
"429193",7
"647920",7
"840255",7
"796958",7
"388085",7
"1246296",7
"611131",7
"229194",7
"973786",7
"545497",7
"212803",7
"665449",7
"178341",7
"1180066",7
"1461070",7
"375290",7
"81004",7
"907212",7
"701283",7
"810308",7
"1738840",7
"410360",7
"1018432",7
"1173773",7
"634516",7
"1228922",7
"363757",7
"244513",7
"1402081",7
"1181662",7
"1236731",7
"1553083",7
"1465410",7
"1774557",7
"888703",7
"641144",7
"679109",7
"278611",7
"266203",7
"926419",7
"868498",7
"443486",7
"236675",7
"502977",7
"639270",7
"1322758",7
"311112",7
"590929",7
"1200228",7
"686840",7
"880850",7
"339121",7
"860865",7
"679156",7
"539938",7
"948343",7
"631743",7
"1113640",7
"486057",7
"1503422",7
"688480",7
"523933",7
"181152",7
"429206",7
"152100",7
"637075",7
"612036",7
"265201",7
"1070679",7
"1609012",7
"810070",7
"371973",7
"494563",7
"1176226",7
"205656",7
"156192",7
"364310",7
"341991",7
"620500",7
"575380",7
"1599012",7
"627248",7
"727409",7
"715625",7
"1572669",7
"823145",7
"5493",7
"811251",7
"1473707",7
"1156354",7
"1166516",7
"743930",7
"624274",7
"229250",7
"736169",7
"2361643",7
"426258",7
"1149705",7
"321215",7
"1291123",7
"810645",7
"489278",7
"738953",7
"757703",7
"613761",7
"1163356",7
"605646",7
"1672069",7
"339390",7
"292265",7
"689805",7
"1528423",7
"755268",7
"1458877",7
"1299424",7
"1364428",7
"274342",7
"1392860",7
"1031335",7
"1129118",7
"553848",7
"1480737",7
"541216",7
"912927",7
"642077",7
"600981",7
"897550",7
"290233",7
"502924",7
"612419",7
"997913",7
"1663974",7
"146041",7
"61066",7
"480738",7
"1335941",7
"672712",7
"233216",7
"450675",7
"1296092",7
"787238",7
"419009",7
"1175758",7
"1094527",7
"211421",7
"151854",7
"641535",7
"939733",7
"2433946",7
"404266",7
"366933",7
"628220",7
"1086644",7
"1127198",7
"1680258",7
"247192",7
"1002286",7
"921025",7
"359075",7
"950432",7
"2223994",7
"283194",7
"1303077",7
"996959",7
"725417",7
"157515",7
"637456",7
"438228",7
"1925",7
"738007",7
"1219229",7
"591279",7
"196819",7
"914966",7
"587337",7
"205315",7
"1483973",7
"1095805",7
"1385363",7
"248021",7
"351111",7
"1095581",7
"1698380",7
"1291441",7
"1443527",7
"173681",7
"267229",7
"649771",7
"2179308",7
"1330832",7
"1033873",7
"1303020",7
"1765131",7
"643459",7
"1799379",7
"585469",7
"1296512",7
"1501982",7
"1129522",7
"1748053",7
"1166373",7
"1351079",7
"890186",7
"378691",7
"637866",7
"516204",7
"1349373",7
"351758",7
"343783",7
"711085",7
"179521",7
"951494",7
"188348",7
"331589",7
"1249153",7
"708778",7
"1128473",7
"1003302",7
"1387216",7
"758641",7
"379146",7
"1173529",7
"652817",7
"1126752",7
"1247811",7
"219767",7
"577487",7
"103207",7
"2418270",7
"416658",7
"637898",7
"109747",7
"933966",7
"691769",7
"206155",7
"499418",7
"657202",7
"723837",7
"850779",7
"1171629",7
"241362",7
"1314646",7
"754951",7
"824439",7
"361183",7
"459641",7
"650304",7
"1485901",7
"472206",7
"672813",7
"1417905",7
"1383790",7
"1391643",7
"560748",7
"476046",7
"616044",7
"565082",7
"861202",7
"1238926",7
"534626",7
"228286",7
"202389",7
"519597",7
"1437069",7
"431300",7
"423614",7
"1529768",7
"1070769",7
"1378329",7
"1443736",7
"1175785",7
"535907",7
"655457",7
"1046501",7
"681537",7
"673214",7
"629384",7
"1205034",7
"917407",7
"1197591",7
"1041035",7
"389911",7
"1544863",7
"458140",7
"263361",7
"1058481",7
"354623",7
"983483",7
"637543",7
"906536",7
"670321",7
"646376",7
"863753",7
"1435708",7
"640437",7
"1333278",7
"920240",7
"16471",7
"298995",7
"1172542",7
"821669",7
"1556419",7
"812465",7
"457686",7
"487771",7
"513470",7
"1242311",7
"196291",7
"590037",7
"1388821",7
"1078314",7
"618176",7
"1733389",7
"673660",7
"1528513",7
"1355266",7
"1319186",7
"247111",7
"2231144",7
"638935",7
"784854",7
"1149994",7
"822736",7
"1290538",7
"149844",7
"880839",7
"633153",7
"221699",7
"1687595",7
"1132713",7
"822844",7
"550051",7
"452452",7
"1105469",7
"1458674",7
"1529504",7
"1402017",7
"547441",7
"28859",7
"1411267",7
"1257562",7
"264369",7
"1672227",7
"748721",7
"1324295",7
"1250157",7
"101408",7
"737467",7
"883029",7
"38726",7
"192811",7
"252669",7
"271293",7
"1398933",7
"177403",7
"234222",7
"1434328",7
"2451798",7
"1225610",7
"727129",7
"1505230",7
"644877",7
"594653",7
"1081892",7
"1168774",7
"969809",7
"389242",7
"683078",7
"733281",7
"649693",7
"1330940",7
"1749874",7
"2327320",7
"413297",7
"314184",7
"154909",7
"353058",7
"1365568",7
"487500",7
"648670",7
"895782",7
"256521",7
"1251474",7
"1061341",7
"663888",7
"426792",7
"624356",7
"731725",7
"720005",7
"317259",7
"458158",7
"279028",7
"309018",7
"244456",7
"1636309",7
"732380",7
"1366271",7
"951913",7
"675560",7
"665671",7
"603511",7
"186075",7
"284535",7
"822687",7
"605313",7
"1118879",7
"614915",7
"481452",7
"894204",7
"656389",7
"657937",7
"1413024",7
"705402",7
"1188677",7
"577558",7
"647966",7
"565770",7
"673774",7
"563714",7
"147598",7
"830845",7
"890024",7
"1364020",7
"859851",7
"1442205",7
"796218",7
"654196",7
"1340836",7
"539348",7
"637965",7
"1144654",7
"337709",7
"591626",7
"1519286",7
"650971",7
"677532",7
"708566",7
"227462",7
"1121521",7
"1308162",7
"774573",7
"400012",7
"482287",7
"1129287",7
"293800",7
"410648",7
"583898",7
"594679",7
"951019",7
"602083",7
"367662",7
"620757",7
"797884",7
"1188401",7
"685365",7
"268840",7
"1223599",7
"1530038",7
"1018554",7
"957589",7
"1354802",7
"1281335",7
"1057213",7
"1262029",7
"1220177",7
"1279126",7
"1472508",7
"122398",7
"1368369",7
"920859",7
"621376",7
"883864",7
"324964",7
"578275",7
"1382019",7
"1542912",7
"389599",7
"1301452",7
"188580",7
"1587303",7
"678209",7
"628751",7
"678040",7
"691317",7
"677575",7
"1639342",7
"369776",7
"982105",7
"332284",7
"1112795",7
"340578",7
"888837",7
"1396067",7
"1025938",7
"1095453",7
"1087061",7
"1012978",7
"608289",7
"350753",7
"2211751",7
"1222898",7
"1083082",7
"786268",7
"407503",7
"1318900",7
"832482",7
"2450538",7
"1722459",7
"586709",7
"362410",7
"274167",7
"519409",7
"1215327",7
"661676",7
"298510",7
"519574",7
"1445219",7
"1376389",7
"559636",7
"1111570",7
"2389544",7
"524806",7
"1559987",7
"401832",7
"613173",7
"537617",7
"644553",7
"949465",7
"551582",7
"183842",7
"1208252",7
"204007",7
"657479",7
"1549118",7
"613241",7
"1300196",7
"344727",7
"648457",7
"185907",7
"233874",7
"351110",7
"1722557",7
"599828",7
"1237951",7
"193249",7
"509512",7
"668252",7
"1200270",7
"576985",7
"1426105",7
"178467",7
"1517280",7
"1074643",7
"921532",7
"717556",7
"593510",7
"681620",7
"241300",7
"622546",7
"643728",7
"1423345",7
"475646",7
"1366033",7
"1726338",7
"996700",7
"913317",7
"949029",7
"587793",7
"888636",7
"176099",7
"416747",7
"857548",7
"1375023",7
"741704",7
"586312",7
"1012865",7
"1488102",7
"621619",7
"588723",7
"1309594",7
"1238939",7
"1401409",7
"1718307",7
"418922",7
"1462123",7
"1000154",7
"223811",7
"242528",7
"1395612",7
"921061",7
"1223271",7
"1119129",7
"1499926",7
"1184754",7
"1295516",7
"1163821",7
"631929",7
"336444",7
"497339",7
"1440658",7
"1648430",7
"371523",7
"357454",7
"856811",7
"1433119",7
"640081",7
"1421939",7
"324911",7
"1306366",7
"914714",7
"329804",7
"1016394",7
"1654560",7
"799426",7
"384893",7
"293093",7
"669659",7
"125519",7
"1181127",7
"570580",7
"1347569",7
"1002705",7
"513659",7
"666906",7
"94723",7
"306248",7
"688621",7
"842814",7
"1362968",7
"404645",7
"1545992",7
"1542067",7
"656933",7
"684763",7
"2211716",7
"364169",7
"893591",7
"1359147",7
"50086",7
"551804",7
"616360",7
"729743",7
"907922",7
"625130",7
"1465169",7
"1226006",7
"1406437",7
"678725",7
"1007592",7
"1374031",7
"1528803",7
"812395",7
"500480",7
"854648",7
"612810",7
"1115173",7
"1073496",7
"1037522",7
"2120001",7
"471136",7
"752217",7
"2139262",7
"270046",7
"1660998",7
"1290557",7
"725594",7
"321456",7
"345780",7
"1200869",7
"861353",7
"238953",7
"680708",7
"685922",7
"1396288",7
"1716916",7
"1340477",7
"1547775",7
"473321",7
"1245604",7
"1532813",7
"314002",7
"1420581",7
"411783",7
"838282",7
"1633432",7
"1132651",7
"602743",7
"634065",7
"593129",7
"507790",7
"173399",7
"435091",7
"766723",7
"1447420",7
"680760",7
"1077891",7
"578814",7
"929058",7
"682418",7
"107614",7
"831490",7
"1492768",7
"1507581",7
"580481",7
"564508",7
"479650",7
"701321",7
"1485393",7
"672189",7
"286326",7
"1179772",7
"686585",7
"331070",7
"639645",7
"897979",7
"965138",7
"748844",7
"280128",7
"434191",7
"626391",7
"761192",7
"1198874",7
"1369242",7
"833890",7
"655945",7
"1477367",7
"1090543",7
"1777201",7
"1532938",7
"432064",7
"1282816",7
"809546",7
"603323",7
"1367505",7
"466410",7
"800040",7
"1101288",7
"829650",7
"1154949",7
"953350",7
"1278278",7
"1335343",7
"498047",7
"265404",7
"582599",7
"140296",7
"1388836",7
"994386",7
"687132",7
"988127",7
"1634790",7
"1141910",7
"1227291",7
"813560",7
"750298",7
"621422",7
"645289",7
"656692",7
"1341503",7
"573156",7
"870786",7
"2043842",7
"192855",7
"720720",7
"445753",7
"2229394",7
"1381689",7
"356301",7
"672204",7
"1015211",7
"943212",7
"727356",7
"929953",7
"1657534",7
"995914",7
"1595302",7
"23608",7
"454472",7
"351741",7
"1241089",7
"1480428",7
"269135",7
"1386653",7
"1567868",7
"669651",7
"762716",7
"1784071",7
"980748",7
"687872",7
"858364",7
"1271501",7
"950192",7
"931023",7
"168629",7
"1362089",7
"525518",7
"830135",7
"1473721",7
"969647",7
"1234574",7
"1180855",7
"1218297",7
"674968",7
"347980",7
"1231110",7
"725589",7
"669693",7
"2185312",7
"1450185",7
"288050",7
"1213070",7
"1461525",7
"1233986",7
"768136",7
"1337953",7
"593904",7
"1162688",7
"1688605",7
"304723",7
"1629342",7
"1324067",7
"1544170",7
"574427",7
"401214",7
"1217685",7
"749456",7
"2368395",7
"660605",7
"325916",7
"1606846",7
"643328",7
"1687324",7
"961054",7
"661653",7
"571223",7
"555764",7
"1148230",7
"446277",7
"416070",7
"1522187",7
"267800",7
"1031108",7
"1176876",7
"1959788",7
"459480",7
"1582103",7
"1511780",7
"1374159",7
"2087234",7
"469975",7
"717104",7
"1424636",7
"1296611",7
"1753899",7
"2445674",7
"580617",7
"1276520",7
"568031",7
"658436",7
"1219616",7
"916570",7
"919007",7
"660075",7
"343549",7
"1334564",7
"1762194",7
"1240466",7
"839389",7
"588210",7
"1093938",7
"603287",7
"1002287",7
"783313",7
"1178711",7
"1375777",7
"354384",7
"1521720",7
"214265",7
"707692",7
"1028649",7
"1031188",7
"482699",7
"228841",7
"949980",7
"680241",7
"1554220",7
"662610",7
"850445",7
"1024206",7
"205790",7
"690779",7
"741170",7
"1742561",7
"1138069",7
"616863",7
"685321",7
"464488",7
"1920377",7
"1366568",7
"1756678",7
"1375006",7
"1271433",7
"965772",7
"561281",7
"1525264",7
"883793",7
"1376401",7
"1439318",7
"363842",7
"862125",7
"1098746",7
"1267936",7
"288241",7
"647769",7
"2446606",7
"1033165",7
"451260",7
"1304603",7
"898889",7
"1468167",7
"1000965",7
"684452",7
"1287748",7
"2430413",7
"657014",7
"1461153",7
"499965",7
"1473245",7
"934244",7
"548049",7
"1304433",7
"671463",7
"1028433",7
"1404065",7
"689616",7
"530184",7
"1294463",7
"2379486",7
"1483825",7
"670766",7
"593546",7
"609603",7
"723484",7
"504178",7
"213919",7
"1432303",7
"656791",7
"301795",7
"336330",7
"1088716",7
"1095528",7
"720492",7
"1552715",7
"688324",7
"701217",7
"1360072",7
"1216046",7
"684275",7
"741091",7
"1662806",7
"309414",7
"579525",7
"369851",7
"1138939",7
"150213",7
"1177286",7
"622400",7
"1493961",7
"322464",7
"1337087",7
"1513050",7
"1612094",7
"1167641",7
"1113550",7
"809684",7
"1278616",7
"1236956",7
"1583345",7
"2285121",7
"830899",7
"446692",7
"973332",7
"1057288",7
"2404454",7
"369693",7
"1657658",7
"468548",7
"1357681",7
"611333",7
"1378023",7
"591418",7
"814382",7
"1474151",7
"643142",7
"581879",7
"1691380",7
"1233458",7
"1185075",7
"1526872",7
"1065924",7
"2320819",7
"893145",7
"550421",7
"146600",7
"456635",7
"1329197",7
"1100042",7
"617888",7
"702017",7
"952124",7
"375460",7
"1097269",7
"741046",7
"1206687",7
"2326103",7
"526065",7
"173558",7
"158006",7
"1255804",7
"526637",7
"823905",7
"294178",7
"639762",7
"1566266",7
"1759501",7
"1911673",7
"1288966",7
"1530371",7
"277177",7
"1291643",7
"317841",7
"1063250",7
"381033",7
"528429",7
"467013",7
"1219693",7
"1131314",7
"959197",7
"794084",7
"1084618",7
"1783904",7
"956108",7
"687251",7
"763213",7
"1044393",7
"658412",7
"1002218",7
"818096",7
"626462",7
"1378688",7
"548836",7
"2133419",7
"1107970",7
"1506254",7
"851687",7
"677297",7
"1467912",7
"1312317",7
"498599",7
"608371",7
"1740356",7
"981709",7
"609620",7
"1043293",7
"178624",7
"1613083",7
"577731",7
"475003",7
"1258716",7
"873411",7
"503411",7
"711034",7
"1444594",7
"1353436",7
"1237460",7
"954743",7
"990941",7
"2394852",7
"1644405",7
"1179506",7
"659979",7
"1232879",7
"1321444",7
"1281714",7
"529691",7
"1288094",7
"638344",7
"1123306",7
"665891",7
"822446",7
"2357731",7
"1612109",7
"797744",7
"1106639",7
"972334",7
"1188243",7
"376494",7
"613552",7
"1286370",7
"1154975",7
"736523",7
"1160781",7
"1368238",7
"931861",7
"1239803",7
"1677926",7
"1030493",7
"1800682",7
"1048756",7
"1179785",7
"1372558",7
"1181862",7
"2446739",7
"2253079",7
"1316666",7
"1797386",7
"611261",7
"1686530",7
"1410131",7
"932981",7
"366850",7
"303416",7
"842458",7
"1743283",7
"861542",7
"674472",7
"290186",7
"1170711",7
"253101",7
"1662264",7
"596705",7
"1605262",7
"516641",7
"529929",7
"478585",7
"2411930",7
"1387958",7
"767219",7
"1770129",7
"1330421",7
"541366",7
"726412",7
"1188448",7
"1591964",7
"1353167",7
"2465250",7
"1217118",7
"1597089",7
"1431562",7
"427605",7
"849753",7
"683771",7
"1629834",7
"1362936",7
"1221409",7
"535094",7
"1259786",7
"649635",7
"754915",7
"1726287",7
"621511",7
"1245970",7
"1250003",7
"1431340",7
"903463",7
"2353871",7
"979001",7
"1521066",7
"238573",7
"587802",7
"1330179",7
"858026",7
"557928",7
"625200",7
"942891",7
"1682837",7
"1427212",7
"1497710",7
"1329566",7
"709520",7
"1705633",7
"808041",7
"2439012",7
"976720",7
"1552762",7
"1178796",7
"920951",7
"768298",7
"900370",7
"1301903",7
"574443",7
"585669",7
"1567745",7
"705183",7
"835469",7
"1467451",7
"892962",7
"1310189",7
"1743699",7
"599070",7
"1665830",7
"1104586",7
"1798578",7
"836712",7
"1486210",7
"2400435",7
"1548062",7
"175858",7
"1324281",7
"1372902",7
"390661",7
"1187990",7
"1585078",7
"1564059",7
"1036993",7
"591862",7
"469736",7
"1676431",7
"1328233",7
"1292131",7
"1261829",7
"1645034",7
"1562386",7
"1256979",7
"1813883",7
"821791",7
"708862",7
"1414958",7
"393340",7
"1357991",7
"922543",7
"1097633",7
"1247888",7
